ID,Age,Partial Discharge,Visual Condition,Natural Corrosion,Loading,Health Index
1267,50,0.9,Poor,0.98,498,1
1268,20,0.1,Medium,0.53,585,4
1269,49,0.85,Poor,0.99,555,2
1270,27,0.2,Poor,0.69,547,3
1271,33,0.33,Poor,0.77,632,3
1272,51,0.95,Poor,0.99,490,1
1273,31,0.28,Poor,0.7,600,3
1274,51,0.89,Poor,0.96,619,1
1275,22,0.13,Medium,0.62,117,4
1276,34,0.33,Poor,0.77,134,3
1277,45,0.68,Poor,0.92,237,2
1278,20,0.09,Medium,0.52,587,4
1279,15,0.05,Good,0.46,392,5
1280,51,0.88,Poor,0.97,437,1
1281,51,0.96,Poor,0.99,404,1
1282,37,0.44,Poor,0.81,400,3
1283,45,0.7,Poor,0.89,441,2
1284,16,0.06,Good,0.49,348,5
1285,40,0.54,Poor,0.86,179,2
1286,15,0.05,Good,0.47,237,5
1287,17,0.07,Good,0.52,389,5
1288,50,0.88,Poor,0.98,227,1
1289,21,0.11,Medium,0.54,217,4
1290,31,0.28,Poor,0.74,249,3
1291,36,0.38,Poor,0.77,451,3
1292,15,0.05,Good,0.44,69,5
1293,15,0.05,Good,0.44,182,5
1294,26,0.19,Medium,0.61,258,4
1295,40,0.5,Poor,0.86,347,3
1296,51,0.89,Poor,1,399,1
1297,20,0.09,Medium,0.54,126,4
1298,39,0.47,Poor,0.86,626,3
1299,42,0.58,Poor,0.87,516,2
1300,20,0.09,Medium,0.54,97,4
1301,38,0.48,Poor,0.84,502,3
1302,18,0.08,Medium,0.51,418,4
1303,52,0.94,Poor,0.92,566,1
1304,43,0.59,Poor,0.87,238,2
1305,23,0.14,Medium,0.58,626,4
1306,16,0.06,Good,0.47,236,5
1307,52,0.91,Poor,0.93,247,1
1308,39,0.51,Poor,0.81,372,2
1309,33,0.33,Poor,0.77,279,3
1310,16,0.06,Good,0.47,491,5
1311,28,0.21,Poor,0.65,429,3
1312,46,0.73,Poor,0.97,215,2
1313,33,0.33,Poor,0.7,90,3
1314,15,0.05,Good,0.46,491,5
1315,17,0.07,Good,0.52,68,5
1316,45,0.68,Poor,0.94,499,2
1317,36,0.4,Poor,0.74,570,3
1318,51,0.87,Poor,0.99,518,2
1319,37,0.45,Poor,0.84,462,3
1320,51,0.95,Poor,0.97,413,1
1321,50,0.88,Poor,0.95,437,1
1322,15,0.05,Good,0.45,441,5
1323,52,0.94,Poor,0.98,399,1
1324,17,0.06,Good,0.47,489,5
1325,15,0.05,Good,0.46,127,5
1326,32,0.3,Poor,0.71,140,3
1327,20,0.1,Medium,0.53,333,4
1328,16,0.05,Good,0.49,456,5
1329,52,0.93,Poor,0.92,561,1
1330,52,0.91,Poor,0.99,504,1
1331,26,0.17,Medium,0.66,532,4
1332,34,0.35,Poor,0.77,307,3
1333,34,0.36,Poor,0.72,262,3
1334,37,0.45,Poor,0.77,387,3
1335,32,0.31,Poor,0.72,485,3
1336,51,0.89,Poor,0.92,86,1
1337,36,0.41,Poor,0.82,397,3
1338,15,0.05,Good,0.44,484,5
1339,31,0.29,Poor,0.72,349,3
1340,51,0.88,Poor,0.98,289,1
1341,35,0.36,Poor,0.73,237,3
1342,28,0.21,Poor,0.67,489,3
1343,50,0.9,Poor,0.92,149,1
1344,50,0.88,Poor,0.99,488,1
1345,33,0.31,Poor,0.77,322,3
1346,33,0.31,Poor,0.74,331,3
1347,25,0.16,Medium,0.6,459,4
1348,39,0.46,Poor,0.78,70,3
1349,28,0.22,Medium,0.63,567,4
1350,35,0.37,Poor,0.74,202,3
1351,15,0.05,Good,0.46,168,5
1352,16,0.06,Medium,0.48,551,4
1353,40,0.53,Poor,0.86,143,2
1354,16,0.06,Good,0.49,453,5
1355,47,0.75,Poor,0.95,109,2
1356,19,0.08,Medium,0.52,123,4
1357,15,0.05,Good,0.48,615,5
1358,52,0.93,Poor,0.96,418,1
1359,47,0.79,Poor,0.91,582,2
1360,30,0.26,Poor,0.68,502,3
1361,49,0.88,Poor,0.99,599,1
1362,34,0.34,Poor,0.8,243,3
1363,34,0.36,Poor,0.71,283,3
1364,23,0.14,Medium,0.58,568,4
1365,22,0.12,Medium,0.55,399,4
1366,51,0.88,Poor,0.96,508,1
1367,32,0.3,Poor,0.76,230,3
1368,22,0.12,Medium,0.6,210,4
1369,15,0.05,Good,0.44,500,5
1370,23,0.14,Medium,0.63,190,4
1371,15,0.05,Good,0.46,217,5
1372,17,0.07,Good,0.52,123,5
1373,19,0.08,Medium,0.53,647,4
1374,29,0.23,Medium,0.72,144,4
1375,31,0.29,Poor,0.72,195,3
1376,40,0.53,Poor,0.81,139,2
1377,20,0.1,Medium,0.55,259,4
1378,29,0.23,Poor,0.68,539,3
1379,32,0.3,Poor,0.72,569,3
1380,40,0.5,Poor,0.88,189,2
1381,31,0.28,Poor,0.72,306,3
1382,50,0.88,Poor,0.95,375,1
1383,16,0.06,Good,0.45,476,5
1384,30,0.25,Poor,0.68,633,3
1385,41,0.54,Poor,0.9,559,2
1386,16,0.05,Good,0.51,235,5
1387,16,0.06,Good,0.48,578,5
1388,23,0.14,Medium,0.57,623,4
1389,46,0.75,Poor,0.86,212,2
1390,31,0.29,Poor,0.67,518,3
1391,52,0.98,Poor,0.98,453,1
1392,26,0.18,Medium,0.61,115,4
1393,30,0.25,Poor,0.7,452,3
1394,34,0.36,Poor,0.72,496,3
1395,21,0.11,Medium,0.54,571,4
1396,26,0.19,Medium,0.66,239,4
1397,49,0.83,Poor,0.93,536,2
1398,24,0.15,Medium,0.61,461,4
1399,22,0.13,Medium,0.58,346,4
1400,51,0.88,Poor,0.93,447,1
1401,49,0.8,Poor,0.93,328,2
1402,49,0.82,Poor,0.99,291,2
1403,17,0.07,Good,0.53,337,5
1404,36,0.4,Poor,0.8,354,3
1405,15,0.05,Good,0.43,201,5
1406,29,0.23,Poor,0.71,261,3
1407,21,0.11,Medium,0.58,516,4
1408,15,0.05,Good,0.47,534,5
1409,43,0.62,Poor,0.85,122,2
1410,50,0.89,Poor,0.98,441,1
1411,37,0.43,Poor,0.76,417,3
1412,32,0.3,Poor,0.75,585,3
1413,42,0.57,Poor,0.85,487,2
1414,36,0.41,Poor,0.79,641,3
1415,51,0.92,Poor,0.95,223,1
1416,49,0.86,Poor,0.96,210,2
1417,51,0.88,Poor,0.95,318,1
1418,43,0.62,Poor,0.84,540,2
1419,44,0.64,Poor,0.85,322,2
1420,51,0.92,Poor,0.95,107,1
1421,45,0.71,Poor,0.91,410,2
1422,30,0.27,Poor,0.74,411,3
1423,48,0.78,Poor,0.93,129,2
1424,49,0.88,Poor,0.93,209,1
1425,17,0.07,Good,0.48,302,5
1426,15,0.05,Good,0.45,434,5
1427,17,0.07,Medium,0.53,380,4
1428,17,0.06,Good,0.53,90,5
1429,18,0.07,Medium,0.51,469,4
1430,39,0.49,Poor,0.87,408,3
1431,33,0.31,Poor,0.79,557,3
1432,18,0.07,Medium,0.53,167,4
1433,52,0.95,Poor,0.99,95,1
1434,45,0.68,Poor,0.93,311,2
1435,44,0.66,Poor,0.89,473,2
1436,26,0.18,Medium,0.64,334,4
1437,35,0.38,Poor,0.79,133,3
1438,50,0.85,Poor,0.95,316,2
1439,15,0.05,Good,0.46,294,5
1440,15,0.05,Good,0.45,387,5
1441,51,0.9,Poor,0.98,587,1
1442,28,0.22,Medium,0.71,161,4
1443,16,0.06,Good,0.51,544,5
1444,41,0.52,Poor,0.83,611,3
1445,34,0.35,Poor,0.73,631,3
1446,27,0.2,Medium,0.63,636,4
1447,36,0.4,Poor,0.82,366,3
1448,33,0.31,Poor,0.74,77,3
1449,52,1,Poor,0.94,77,1
1450,52,0.94,Poor,0.94,341,1
1451,28,0.22,Medium,0.64,171,4
1452,36,0.39,Poor,0.8,346,3
1453,51,0.95,Poor,1,511,1
1454,16,0.06,Good,0.49,431,5
1455,20,0.1,Medium,0.58,447,4
1456,31,0.27,Poor,0.72,509,3
1457,27,0.21,Poor,0.64,144,3
1458,29,0.24,Poor,0.68,532,3
1459,15,0.05,Good,0.48,463,5
1460,51,0.91,Poor,0.95,604,1
1461,17,0.06,Good,0.51,322,5
1462,22,0.12,Medium,0.62,131,4
1463,51,0.87,Poor,0.97,303,2
1464,50,0.85,Poor,0.97,480,2
1465,35,0.36,Poor,0.77,173,3
1466,48,0.81,Poor,0.94,66,2
1467,26,0.17,Medium,0.64,90,4
1468,35,0.38,Poor,0.76,500,3
1469,34,0.33,Poor,0.79,489,3
1470,49,0.8,Poor,0.96,146,2
1471,16,0.06,Good,0.51,438,5
1472,52,0.97,Poor,0.96,341,1
1473,18,0.08,Medium,0.48,93,4
1474,36,0.4,Poor,0.82,405,3
1475,30,0.27,Medium,0.72,225,4
1476,48,0.83,Poor,0.94,406,2
1477,18,0.08,Medium,0.52,385,4
1478,15,0.05,Good,0.46,619,5
1479,33,0.34,Poor,0.74,501,3
1480,42,0.6,Poor,0.84,535,2
1481,41,0.53,Poor,0.9,466,3
1482,24,0.14,Medium,0.63,297,4
1483,29,0.24,Medium,0.65,70,4
1484,32,0.31,Poor,0.77,385,3
1485,26,0.19,Medium,0.61,268,4
1486,21,0.11,Medium,0.53,205,4
1487,32,0.29,Poor,0.77,621,3
1488,16,0.06,Good,0.47,486,5
1489,26,0.18,Medium,0.64,509,4
1490,16,0.06,Good,0.48,573,5
1491,27,0.2,Medium,0.7,650,4
1492,15,0.05,Good,0.47,64,5
1493,31,0.29,Poor,0.75,381,3
1494,43,0.6,Poor,0.87,311,2
1495,18,0.07,Medium,0.51,421,4
1496,50,0.9,Poor,0.9,509,1
1497,28,0.22,Medium,0.65,461,4
1498,16,0.06,Good,0.48,489,5
1499,15,0.05,Good,0.49,313,5
1500,36,0.42,Poor,0.82,563,3
1501,25,0.17,Medium,0.6,233,4
1502,51,0.95,Poor,0.97,174,1
1503,52,0.93,Poor,0.96,353,1
1504,33,0.31,Poor,0.76,499,3
1505,15,0.05,Good,0.47,75,5
1506,15,0.05,Good,0.44,405,5
1507,17,0.07,Good,0.5,173,5
1508,37,0.44,Poor,0.78,533,3
1509,30,0.27,Poor,0.74,267,3
1510,27,0.2,Poor,0.66,495,3
1511,46,0.75,Poor,0.91,397,2
1512,35,0.35,Poor,0.76,519,3
1513,52,0.98,Poor,0.94,546,1
1514,47,0.74,Poor,0.93,83,2
1515,50,0.9,Poor,0.92,646,1
1516,17,0.06,Medium,0.47,403,4
1517,35,0.36,Poor,0.76,297,3
1518,49,0.82,Poor,0.89,578,2
1519,17,0.06,Good,0.53,649,5
1520,46,0.72,Poor,0.86,532,2
1521,17,0.07,Good,0.51,144,5
1522,15,0.05,Good,0.46,144,5
1523,44,0.66,Poor,0.89,388,2
1524,15,0.05,Good,0.48,473,5
1525,16,0.06,Good,0.51,380,5
1526,27,0.2,Medium,0.69,581,4
1527,42,0.55,Poor,0.83,514,2
1528,34,0.36,Poor,0.72,90,3
1529,36,0.38,Poor,0.82,555,3
1530,15,0.05,Good,0.46,330,5
1531,22,0.12,Medium,0.6,354,4
1532,21,0.1,Medium,0.57,166,4
1533,15,0.05,Good,0.46,529,5
1534,29,0.24,Medium,0.66,231,4
1535,36,0.39,Poor,0.76,397,3
1536,50,0.9,Poor,1,458,1
1537,41,0.57,Poor,0.88,252,2
1538,17,0.07,Good,0.47,508,5
1539,27,0.2,Medium,0.7,313,4
1540,40,0.54,Poor,0.83,553,2
1541,35,0.39,Poor,0.79,518,3
1542,20,0.1,Medium,0.54,362,4
1543,33,0.32,Poor,0.79,415,3
1544,17,0.07,Medium,0.48,479,4
1545,52,0.96,Poor,0.92,597,1
1546,33,0.32,Poor,0.73,364,3
1547,33,0.33,Poor,0.75,61,3
1548,41,0.57,Poor,0.88,398,2
1549,26,0.19,Medium,0.62,251,4
1550,45,0.67,Poor,0.91,512,2
1551,15,0.05,Good,0.43,402,5
1552,24,0.14,Medium,0.63,160,4
1553,50,0.88,Poor,1,210,1
1554,15,0.05,Good,0.48,460,5
1555,17,0.07,Good,0.47,247,5
1556,15,0.05,Good,0.44,129,5
1557,32,0.29,Poor,0.75,105,3
1558,15,0.05,Good,0.46,375,5
1559,34,0.34,Poor,0.74,285,3
1560,35,0.35,Poor,0.77,505,3
1561,35,0.36,Poor,0.82,389,3
1562,51,0.92,Poor,0.93,115,1
1563,52,0.98,Poor,0.99,100,1
1564,50,0.88,Poor,1,524,1
1565,25,0.17,Medium,0.64,597,4
1566,47,0.76,Poor,0.95,269,2
1567,36,0.39,Poor,0.78,579,3
1568,15,0.05,Good,0.48,199,5
1569,16,0.06,Good,0.47,517,5
1570,36,0.39,Poor,0.75,81,3
1571,15,0.05,Good,0.48,626,5
1572,30,0.26,Poor,0.71,155,3
1573,16,0.06,Good,0.45,60,5
1574,39,0.47,Poor,0.83,349,2
1575,15,0.05,Good,0.46,333,5
1576,21,0.1,Medium,0.57,647,4
1577,15,0.05,Good,0.44,288,5
1578,42,0.57,Poor,0.89,545,2
1579,28,0.22,Medium,0.65,528,4
1580,52,0.97,Poor,0.98,493,1
1581,50,0.92,Poor,0.93,398,1
1582,37,0.41,Poor,0.75,586,3
1583,21,0.1,Medium,0.59,208,4
1584,16,0.06,Good,0.47,324,5
1585,16,0.06,Good,0.48,310,5
1586,23,0.14,Medium,0.63,186,4
1587,20,0.1,Medium,0.56,649,4
1588,16,0.06,Good,0.46,606,5
1589,34,0.36,Poor,0.73,161,3
1590,33,0.33,Poor,0.73,292,3
1591,21,0.11,Medium,0.55,439,4
1592,35,0.36,Poor,0.77,91,3
1593,34,0.33,Poor,0.76,300,3
1594,51,0.9,Poor,0.99,352,1
1595,38,0.44,Poor,0.84,547,3
1596,51,0.92,Poor,0.96,106,1
1597,24,0.14,Medium,0.6,629,4
1598,17,0.07,Medium,0.47,546,4
1599,44,0.66,Poor,0.89,154,2
1600,36,0.41,Poor,0.76,151,3
1601,29,0.23,Poor,0.67,145,3
1602,48,0.83,Poor,0.92,307,2
1603,51,0.9,Poor,0.93,223,1
1604,24,0.14,Medium,0.62,429,4
1605,38,0.47,Poor,0.83,617,2
1606,15,0.05,Good,0.47,628,5
1607,30,0.26,Poor,0.73,82,3
1608,25,0.16,Medium,0.64,213,4
1609,51,0.91,Poor,0.99,626,1
1610,20,0.1,Medium,0.57,114,4
1611,51,0.93,Poor,1,594,1
1612,30,0.25,Medium,0.72,218,4
1613,43,0.61,Poor,0.91,561,2
1614,18,0.07,Medium,0.55,529,4
1615,28,0.22,Medium,0.65,275,4
1616,34,0.34,Poor,0.73,576,3
1617,18,0.08,Medium,0.52,386,4
1618,26,0.18,Medium,0.61,108,4
1619,30,0.27,Poor,0.66,470,3
1620,50,0.92,Poor,0.9,305,1
1621,51,0.91,Poor,0.92,336,1
1622,52,0.98,Poor,0.99,628,1
1623,51,0.93,Poor,0.91,441,1
1624,16,0.05,Good,0.47,78,5
1625,15,0.05,Good,0.45,362,5
1626,51,0.9,Poor,0.99,259,1
1627,44,0.67,Poor,0.92,106,2
1628,35,0.37,Poor,0.82,399,3
1629,27,0.19,Poor,0.62,564,3
1630,30,0.25,Poor,0.73,440,3
1631,21,0.1,Medium,0.59,548,4
1632,23,0.14,Medium,0.59,149,4
1633,35,0.37,Poor,0.75,300,3
1634,47,0.75,Poor,0.87,438,2
1635,34,0.35,Poor,0.77,455,3
1636,29,0.23,Poor,0.7,466,3
1637,36,0.41,Poor,0.78,432,3
1638,15,0.05,Good,0.46,518,5
1639,51,0.95,Poor,0.93,378,1
1640,36,0.41,Poor,0.81,584,3
1641,32,0.31,Poor,0.75,420,3
1642,50,0.89,Poor,1,309,1
1643,36,0.39,Poor,0.75,150,3
1644,37,0.45,Poor,0.79,301,3
1645,22,0.12,Medium,0.58,65,4
1646,31,0.28,Poor,0.74,106,3
1647,45,0.69,Poor,0.94,476,2
1648,45,0.69,Poor,0.91,210,2
1649,32,0.29,Poor,0.76,354,3
1650,31,0.28,Poor,0.7,381,3
1651,46,0.73,Poor,0.9,377,2
1652,21,0.11,Medium,0.54,169,4
1653,22,0.12,Medium,0.58,341,4
1654,31,0.29,Poor,0.74,95,3
1655,48,0.75,Poor,0.94,630,2
1656,49,0.87,Poor,0.94,392,2
1657,47,0.72,Poor,0.94,129,2
1658,25,0.17,Medium,0.62,123,4
1659,29,0.25,Medium,0.72,132,4
1660,31,0.29,Poor,0.72,112,3
1661,15,0.05,Good,0.46,227,5
1662,26,0.18,Medium,0.65,502,4
1663,52,0.91,Poor,0.97,259,1
1664,49,0.88,Poor,0.98,227,1
1665,51,0.95,Poor,0.94,465,1
1666,28,0.22,Poor,0.67,213,3
1667,35,0.37,Poor,0.75,576,3
1668,37,0.42,Poor,0.75,215,3
1669,41,0.54,Poor,0.9,367,3
1670,50,0.88,Poor,0.92,548,1
1671,52,0.98,Poor,0.99,248,1
1672,47,0.72,Poor,0.89,543,2
1673,31,0.27,Poor,0.75,187,3
1674,15,0.05,Good,0.44,343,5
1675,30,0.26,Poor,0.72,636,3
1676,30,0.27,Poor,0.7,580,3
1677,15,0.05,Good,0.44,231,5
1678,33,0.33,Poor,0.71,542,3
1679,15,0.05,Good,0.44,304,5
1680,18,0.08,Medium,0.54,145,4
1681,32,0.29,Poor,0.69,67,3
1682,16,0.06,Good,0.45,531,5
1683,19,0.09,Medium,0.51,144,4
1684,46,0.75,Poor,0.88,247,2
1685,39,0.47,Poor,0.83,146,3
1686,50,0.88,Poor,0.97,278,1
1687,46,0.75,Poor,0.91,384,2
1688,15,0.05,Good,0.48,399,5
1689,16,0.06,Good,0.5,117,5
1690,44,0.61,Poor,0.93,452,2
1691,20,0.1,Medium,0.55,228,4
1692,28,0.22,Medium,0.71,411,4
1693,16,0.06,Good,0.5,565,5
1694,16,0.06,Good,0.46,426,5
1695,16,0.06,Good,0.45,114,5
1696,41,0.55,Poor,0.85,311,2
1697,24,0.14,Medium,0.58,629,4
1698,21,0.1,Medium,0.54,398,4
1699,51,0.9,Poor,0.99,285,1
1700,39,0.48,Poor,0.79,362,3
1701,41,0.53,Poor,0.85,264,2
1702,44,0.68,Poor,0.93,348,2
1703,25,0.17,Medium,0.62,396,4
1704,41,0.53,Poor,0.84,180,2
1705,16,0.06,Good,0.51,288,5
1706,20,0.1,Medium,0.56,67,4
1707,35,0.38,Poor,0.76,326,3
1708,17,0.07,Medium,0.47,320,4
1709,52,0.93,Poor,0.99,221,1
1710,26,0.19,Medium,0.66,376,4
1711,37,0.41,Poor,0.78,144,3
1712,51,0.9,Poor,0.98,513,1
1713,29,0.24,Poor,0.68,409,3
1714,17,0.07,Medium,0.5,645,4
1715,48,0.83,Poor,0.94,102,2
1716,15,0.05,Good,0.48,603,5
1717,31,0.27,Poor,0.73,504,3
1718,32,0.31,Poor,0.75,145,3
1719,50,0.88,Poor,0.95,315,1
1720,32,0.29,Poor,0.77,138,3
1721,52,0.97,Poor,0.94,194,1
1722,15,0.05,Good,0.47,161,5
1723,52,0.93,Poor,0.97,277,1
1724,32,0.31,Poor,0.76,307,3
1725,48,0.79,Poor,0.96,502,2
1726,17,0.07,Good,0.48,243,5
1727,40,0.49,Poor,0.87,335,3
1728,20,0.1,Medium,0.53,71,4
1729,16,0.06,Good,0.5,367,5
1730,34,0.35,Poor,0.8,173,3
1731,30,0.24,Poor,0.74,421,3
1732,25,0.17,Medium,0.65,434,4
1733,34,0.35,Poor,0.79,210,3
1734,51,0.88,Poor,0.95,375,1
1735,16,0.06,Good,0.49,96,5
1736,35,0.36,Poor,0.82,376,3
1737,51,0.96,Poor,0.92,356,1
1738,52,0.97,Poor,1,275,1
1739,28,0.22,Medium,0.7,121,4
1740,32,0.3,Poor,0.73,189,3
1741,36,0.39,Poor,0.79,544,3
1742,42,0.58,Poor,0.87,459,2
1743,20,0.09,Medium,0.55,366,4
1744,18,0.08,Good,0.5,530,5
1745,15,0.05,Good,0.45,587,5
1746,16,0.06,Good,0.5,156,5
1747,50,0.85,Poor,0.96,545,2
1748,49,0.88,Poor,0.92,453,1
1749,15,0.05,Good,0.44,144,5
1750,16,0.06,Good,0.47,598,5
1751,35,0.39,Poor,0.8,211,3
1752,15,0.05,Good,0.45,504,5
1753,39,0.46,Poor,0.87,235,2
1754,49,0.83,Poor,0.94,117,2
1755,37,0.44,Poor,0.79,575,3
1756,17,0.06,Medium,0.52,504,4
1757,33,0.32,Poor,0.74,257,3
1758,37,0.43,Poor,0.76,343,3
1759,37,0.42,Poor,0.84,336,3
1760,34,0.34,Poor,0.76,168,3
1761,16,0.05,Good,0.48,380,5
1762,16,0.05,Good,0.49,628,5
1763,44,0.68,Poor,0.91,573,2
1764,52,0.94,Poor,0.99,271,1
1765,29,0.24,Poor,0.67,640,3
1766,52,0.94,Poor,0.95,343,1
1767,19,0.08,Medium,0.51,458,4
1768,15,0.05,Good,0.46,600,5
1769,19,0.08,Medium,0.56,531,4
1770,40,0.51,Poor,0.86,89,2
1771,33,0.31,Poor,0.73,98,3
1772,16,0.06,Medium,0.45,353,4
1773,17,0.07,Medium,0.51,113,4
1774,16,0.06,Good,0.49,275,5
1775,32,0.31,Poor,0.77,99,3
1776,36,0.39,Poor,0.79,559,3
1777,15,0.05,Good,0.46,602,5
1778,36,0.38,Poor,0.82,437,3
1779,27,0.19,Medium,0.62,325,4
1780,43,0.59,Poor,0.87,561,2
1781,38,0.43,Poor,0.8,628,3
1782,48,0.79,Poor,0.94,419,2
1783,36,0.39,Poor,0.79,322,3
1784,21,0.11,Medium,0.57,413,4
1785,25,0.17,Medium,0.67,152,4
1786,40,0.53,Poor,0.88,521,2
1787,40,0.51,Poor,0.86,341,3
1788,30,0.26,Medium,0.73,521,4
1789,16,0.06,Good,0.48,138,5
1790,21,0.1,Medium,0.54,185,4
1791,50,0.88,Poor,0.95,570,1
1792,24,0.15,Medium,0.58,551,4
1793,39,0.47,Poor,0.86,470,2
1794,24,0.14,Medium,0.58,245,4
1795,23,0.13,Medium,0.58,309,4
1796,46,0.74,Poor,0.9,546,2
1797,40,0.52,Poor,0.85,567,3
1798,22,0.12,Medium,0.55,425,4
1799,43,0.59,Poor,0.93,437,2
1800,22,0.12,Medium,0.58,349,4
1801,16,0.06,Good,0.51,570,5
1802,50,0.88,Poor,0.95,77,1
1803,51,0.89,Poor,0.96,648,1
1804,50,0.88,Poor,0.9,313,1
1805,29,0.23,Poor,0.72,447,3
1806,40,0.49,Poor,0.87,251,2
1807,15,0.05,Good,0.46,635,5
1808,31,0.28,Poor,0.75,92,3
1809,17,0.07,Good,0.47,456,5
1810,47,0.77,Poor,0.91,588,2
1811,52,0.98,Poor,0.95,274,1
1812,37,0.41,Poor,0.77,397,3
1813,32,0.29,Poor,0.76,490,3
1814,16,0.06,Good,0.46,632,5
1815,17,0.07,Good,0.52,615,5
1816,50,0.9,Poor,0.93,204,1
1817,22,0.12,Medium,0.59,627,4
1818,29,0.25,Poor,0.69,82,3
1819,17,0.07,Good,0.49,599,5
1820,49,0.79,Poor,0.97,273,2
1821,19,0.09,Medium,0.51,67,4
1822,51,0.94,Poor,0.98,312,1
1823,51,0.95,Poor,1,130,1
1824,41,0.57,Poor,0.88,519,3
1825,34,0.33,Poor,0.71,317,3
1826,35,0.36,Poor,0.79,94,3
1827,52,0.91,Poor,0.95,128,1
1828,18,0.07,Good,0.52,474,5
1829,19,0.09,Medium,0.54,257,4
1830,51,0.95,Poor,0.92,209,1
1831,27,0.19,Poor,0.65,597,3
1832,52,0.94,Poor,0.92,419,1
1833,20,0.1,Medium,0.55,590,4
1834,44,0.66,Poor,0.87,468,2
1835,15,0.05,Good,0.49,131,5
1836,39,0.49,Poor,0.78,579,3
1837,38,0.44,Poor,0.78,200,3
1838,41,0.54,Poor,0.86,89,2
1839,16,0.06,Good,0.48,516,5
1840,25,0.17,Medium,0.65,589,4
1841,16,0.06,Good,0.5,227,5
1842,25,0.16,Medium,0.66,335,4
1843,15,0.05,Good,0.46,330,5
1844,16,0.06,Good,0.46,182,5
1845,16,0.06,Good,0.45,276,5
1846,26,0.18,Medium,0.67,571,4
1847,24,0.15,Medium,0.62,426,4
1848,33,0.31,Poor,0.73,91,3
1849,15,0.05,Good,0.45,295,5
1850,16,0.06,Good,0.46,381,5
1851,47,0.79,Poor,0.91,311,2
1852,28,0.22,Poor,0.65,550,3
1853,36,0.41,Poor,0.81,111,3
1854,50,0.88,Poor,0.95,539,1
1855,43,0.64,Poor,0.87,561,2
1856,52,0.92,Poor,0.93,618,1
1857,34,0.35,Poor,0.71,76,3
1858,46,0.7,Poor,0.96,531,2
1859,43,0.64,Poor,0.87,427,2
1860,24,0.16,Medium,0.58,292,4
1861,27,0.2,Medium,0.62,134,4
1862,42,0.6,Poor,0.91,598,2
1863,36,0.41,Poor,0.79,118,3
1864,42,0.55,Poor,0.88,412,3
1865,18,0.08,Medium,0.5,169,4
1866,37,0.44,Poor,0.83,610,3
1867,36,0.41,Poor,0.79,366,3
1868,16,0.05,Good,0.45,319,5
1869,40,0.51,Poor,0.84,603,3
1870,18,0.08,Medium,0.51,518,4
1871,37,0.44,Poor,0.81,492,3
1872,17,0.06,Medium,0.52,316,4
1873,25,0.16,Medium,0.63,251,4
1874,46,0.73,Poor,0.93,303,2
1875,25,0.17,Medium,0.63,239,4
1876,50,0.91,Poor,0.95,595,1
1877,52,1,Poor,0.96,319,1
1878,21,0.11,Medium,0.55,521,4
1879,50,0.9,Poor,0.95,320,1
1880,34,0.36,Poor,0.75,180,3
1881,34,0.34,Poor,0.75,202,3
1882,20,0.1,Medium,0.52,530,4
