ID,Age,Partial Discharge,Visual Condition,Natural Corrosion,Loading,Health Index
1883,36,0.41,Poor,0.77,509,3
1884,30,0.26,Medium,0.73,137,4
1885,40,0.51,Poor,0.83,607,3
1886,52,0.99,Poor,0.97,223,1
1887,16,0.05,Good,0.49,386,5
1888,23,0.14,Medium,0.63,339,4
1889,15,0.05,Good,0.49,583,5
1890,42,0.58,Poor,0.85,512,2
1891,20,0.1,Medium,0.52,578,4
1892,22,0.12,Medium,0.56,366,4
1893,21,0.11,Medium,0.55,466,4
1894,46,0.69,Poor,0.92,460,2
1895,42,0.59,Poor,0.81,95,3
1896,30,0.26,Poor,0.74,549,3
1897,22,0.12,Medium,0.58,536,4
1898,36,0.4,Poor,0.81,348,3
1899,25,0.16,Medium,0.66,494,4
1900,16,0.06,Good,0.5,115,5
1901,22,0.12,Medium,0.61,130,4
1902,31,0.28,Poor,0.73,133,3
1903,38,0.47,Poor,0.81,214,3
1904,30,0.26,Poor,0.71,482,3
1905,36,0.41,Poor,0.81,216,3
1906,36,0.41,Poor,0.82,392,3
1907,47,0.72,Poor,0.96,566,2
1908,45,0.7,Poor,0.85,148,2
1909,40,0.52,Poor,0.88,358,3
1910,42,0.56,Poor,0.87,442,2
1911,29,0.25,Poor,0.65,307,3
1912,45,0.68,Poor,0.88,403,2
1913,39,0.47,Poor,0.8,192,3
1914,35,0.36,Poor,0.73,376,3
1915,22,0.13,Medium,0.55,117,4
1916,18,0.08,Medium,0.55,293,4
1917,31,0.27,Poor,0.7,560,3
1918,34,0.36,Poor,0.74,439,3
1919,49,0.88,Poor,0.89,140,1
1920,24,0.14,Medium,0.63,386,4
1921,15,0.05,Good,0.48,373,5
1922,16,0.06,Good,0.45,64,5
1923,41,0.57,Poor,0.87,147,2
1924,38,0.43,Poor,0.8,160,3
1925,51,0.96,Poor,0.97,599,1
1926,38,0.45,Poor,0.86,535,2
1927,35,0.36,Poor,0.8,543,3
1928,34,0.35,Poor,0.77,273,3
1929,30,0.25,Poor,0.67,425,3
1930,35,0.37,Poor,0.79,590,3
1931,35,0.36,Poor,0.77,481,3
1932,16,0.06,Good,0.46,380,5
1933,40,0.52,Poor,0.83,187,2
1934,42,0.58,Poor,0.86,82,2
1935,50,0.83,Poor,0.98,262,2
1936,38,0.44,Poor,0.86,277,3
1937,40,0.52,Poor,0.8,424,3
1938,34,0.35,Poor,0.76,626,3
1939,51,0.9,Poor,0.98,483,1
1940,15,0.05,Good,0.44,344,5
1941,16,0.06,Good,0.46,182,5
1942,51,0.9,Poor,0.94,281,1
1943,15,0.05,Good,0.46,595,5
1944,31,0.28,Poor,0.7,206,3
1945,15,0.05,Good,0.43,375,5
1946,51,0.95,Poor,1,282,1
1947,52,0.93,Poor,0.92,306,1
1948,52,0.96,Poor,0.95,624,1
1949,15,0.05,Good,0.46,605,5
1950,15,0.05,Good,0.46,132,5
1951,17,0.07,Medium,0.5,80,4
1952,20,0.1,Medium,0.55,100,4
1953,16,0.06,Good,0.47,454,5
1954,34,0.35,Poor,0.77,159,3
1955,22,0.12,Medium,0.61,336,4
1956,44,0.62,Poor,0.9,340,2
1957,21,0.11,Medium,0.54,643,4
1958,33,0.31,Poor,0.78,326,3
1959,32,0.31,Poor,0.77,139,3
1960,50,0.88,Poor,0.97,420,1
1961,33,0.31,Poor,0.77,257,3
1962,16,0.06,Good,0.5,116,5
1963,47,0.78,Poor,0.92,633,2
1964,23,0.14,Medium,0.59,232,4
1965,18,0.07,Medium,0.54,151,4
1966,17,0.06,Good,0.52,484,5
1967,32,0.3,Poor,0.69,353,3
1968,20,0.1,Medium,0.58,602,4
1969,15,0.05,Good,0.49,476,5
1970,15,0.05,Good,0.46,494,5
1971,39,0.47,Poor,0.8,378,3
1972,52,0.92,Poor,0.97,255,1
1973,50,0.89,Poor,0.94,235,1
1974,35,0.37,Poor,0.8,220,3
1975,18,0.07,Medium,0.48,542,4
1976,33,0.33,Poor,0.71,318,3
1977,18,0.08,Medium,0.48,519,4
1978,40,0.53,Poor,0.89,460,3
1979,18,0.08,Good,0.52,604,5
1980,32,0.29,Poor,0.77,310,3
1981,43,0.58,Poor,0.87,400,2
1982,18,0.07,Medium,0.55,190,4
1983,37,0.4,Poor,0.78,480,3
1984,40,0.5,Poor,0.82,543,3
1985,15,0.05,Good,0.44,169,5
1986,30,0.24,Poor,0.72,604,3
1987,50,0.89,Poor,0.93,598,1
1988,29,0.24,Poor,0.73,224,3
1989,41,0.55,Poor,0.9,75,2
1990,35,0.37,Poor,0.8,323,3
1991,28,0.22,Medium,0.67,84,4
1992,40,0.52,Poor,0.82,411,2
1993,38,0.44,Poor,0.83,357,3
1994,51,0.89,Poor,0.91,429,1
1995,31,0.27,Poor,0.71,214,3
1996,28,0.22,Poor,0.67,198,3
1997,22,0.12,Medium,0.59,162,4
1998,36,0.42,Poor,0.8,394,3
1999,25,0.16,Medium,0.61,559,4
2000,51,0.94,Poor,1,298,1
2001,15,0.05,Good,0.45,249,5
2002,45,0.68,Poor,0.88,429,2
2003,18,0.07,Medium,0.48,284,4
2004,43,0.64,Poor,0.9,485,2
2005,33,0.32,Poor,0.71,635,3
2006,16,0.06,Good,0.5,538,5
2007,15,0.05,Good,0.46,87,5
2008,28,0.22,Poor,0.69,502,3
2009,29,0.24,Medium,0.66,386,4
2010,40,0.54,Poor,0.89,507,2
2011,27,0.2,Poor,0.67,177,3
2012,25,0.17,Medium,0.65,434,4
2013,38,0.47,Poor,0.76,341,3
2014,28,0.21,Poor,0.65,175,3
2015,21,0.11,Medium,0.54,302,4
2016,16,0.05,Good,0.47,475,5
2017,40,0.52,Poor,0.83,202,2
2018,24,0.15,Medium,0.63,566,4
2019,33,0.33,Poor,0.74,214,3
2020,52,0.94,Poor,0.97,556,1
2021,51,0.92,Poor,0.94,575,1
2022,48,0.79,Poor,0.94,326,2
2023,49,0.88,Poor,0.99,619,1
2024,44,0.66,Poor,0.83,506,2
2025,33,0.32,Poor,0.72,427,3
2026,34,0.35,Poor,0.74,294,3
2027,17,0.07,Good,0.53,178,5
2028,15,0.05,Good,0.46,543,5
2029,15,0.05,Good,0.45,519,5
2030,19,0.08,Medium,0.51,454,4
2031,26,0.18,Medium,0.61,597,4
2032,16,0.06,Good,0.49,441,5
2033,43,0.58,Poor,0.85,328,2
2034,50,0.9,Poor,0.98,486,1
2035,51,0.89,Poor,0.96,618,1
2036,37,0.44,Poor,0.76,538,3
2037,18,0.08,Medium,0.53,334,4
2038,35,0.38,Poor,0.77,586,3
2039,51,0.96,Poor,0.99,616,1
2040,39,0.5,Poor,0.82,492,3
2041,51,0.92,Poor,0.99,403,1
2042,52,0.94,Poor,0.93,75,1
2043,26,0.19,Medium,0.66,444,4
2044,19,0.08,Medium,0.51,478,4
2045,15,0.05,Good,0.46,229,5
2046,52,0.95,Poor,0.98,323,1
2047,45,0.68,Poor,0.93,126,2
2048,51,0.92,Poor,0.94,112,1
2049,20,0.09,Medium,0.54,278,4
2050,34,0.34,Poor,0.73,350,3
2051,51,0.9,Poor,0.98,550,1
2052,52,0.92,Poor,0.95,322,1
2053,18,0.08,Medium,0.53,88,4
2054,52,0.92,Poor,0.95,103,1
2055,24,0.15,Medium,0.58,60,4
2056,50,0.86,Poor,0.94,417,2
2057,50,0.89,Poor,0.98,319,1
2058,16,0.06,Good,0.5,79,5
2059,17,0.06,Good,0.48,627,5
2060,44,0.62,Poor,0.88,218,2
2061,52,0.96,Poor,0.99,95,1
2062,15,0.05,Good,0.46,214,5
2063,36,0.41,Poor,0.79,257,3
2064,52,0.94,Poor,0.97,475,1
2065,34,0.33,Poor,0.74,249,3
2066,34,0.34,Poor,0.71,286,3
2067,15,0.05,Good,0.45,403,5
2068,30,0.25,Poor,0.7,590,3
2069,25,0.17,Medium,0.62,66,4
2070,46,0.73,Poor,0.93,170,2
2071,39,0.48,Poor,0.79,79,2
2072,15,0.05,Good,0.49,106,5
2073,15,0.05,Good,0.46,609,5
2074,28,0.21,Poor,0.66,556,3
2075,15,0.05,Good,0.49,266,5
2076,50,0.91,Poor,1,367,1
2077,51,0.93,Poor,0.95,192,1
2078,34,0.35,Poor,0.76,553,3
2079,27,0.2,Medium,0.65,329,4
2080,41,0.54,Poor,0.88,529,3
2081,27,0.19,Medium,0.67,92,4
2082,24,0.15,Medium,0.58,147,4
2083,35,0.36,Poor,0.73,85,3
2084,35,0.38,Poor,0.77,230,3
2085,16,0.06,Good,0.45,516,5
2086,43,0.63,Poor,0.89,206,2
2087,15,0.05,Good,0.47,440,5
2088,31,0.28,Poor,0.74,625,3
2089,27,0.19,Medium,0.69,141,4
2090,38,0.47,Poor,0.78,638,2
2091,23,0.13,Medium,0.6,400,4
2092,46,0.71,Poor,0.91,228,2
2093,19,0.09,Medium,0.5,551,4
2094,32,0.3,Poor,0.69,162,3
2095,27,0.2,Medium,0.66,441,4
2096,21,0.11,Medium,0.57,103,4
2097,15,0.05,Good,0.45,643,5
2098,37,0.42,Poor,0.81,638,3
2099,24,0.15,Medium,0.64,511,4
2100,35,0.36,Poor,0.81,216,3
2101,37,0.44,Poor,0.77,612,3
2102,24,0.14,Medium,0.65,478,4
2103,28,0.22,Poor,0.67,501,3
2104,28,0.21,Poor,0.69,407,3
2105,50,0.92,Poor,0.98,622,1
2106,47,0.73,Poor,0.91,452,2
2107,35,0.39,Poor,0.73,285,3
2108,31,0.27,Poor,0.75,555,3
2109,44,0.62,Poor,0.86,593,2
2110,27,0.2,Medium,0.69,555,4
2111,46,0.7,Poor,0.97,360,2
2112,29,0.23,Poor,0.67,476,3
2113,20,0.1,Medium,0.56,475,4
2114,46,0.75,Poor,0.94,244,2
2115,30,0.26,Poor,0.74,453,3
2116,22,0.12,Medium,0.61,614,4
2117,40,0.49,Poor,0.89,645,3
2118,15,0.05,Good,0.48,179,5
2119,30,0.26,Poor,0.67,437,3
2120,26,0.19,Medium,0.62,573,4
2121,43,0.62,Poor,0.84,344,2
2122,17,0.07,Medium,0.52,116,4
2123,52,0.96,Poor,0.98,345,1
2124,38,0.48,Poor,0.77,253,3
2125,51,0.96,Poor,0.98,477,1
2126,20,0.1,Medium,0.55,587,4
2127,48,0.76,Poor,0.95,211,2
2128,27,0.21,Poor,0.7,418,3
2129,27,0.2,Medium,0.66,436,4
2130,21,0.11,Medium,0.57,629,4
2131,30,0.25,Poor,0.69,556,3
2132,16,0.06,Good,0.49,269,5
2133,52,0.94,Poor,0.95,265,1
2134,52,0.96,Poor,1,234,1
2135,50,0.9,Poor,1,294,1
2136,17,0.07,Good,0.47,191,5
2137,15,0.05,Good,0.45,515,5
2138,15,0.05,Good,0.45,152,5
2139,15,0.05,Good,0.48,161,5
2140,15,0.05,Good,0.47,638,5
2141,24,0.15,Medium,0.58,160,4
2142,16,0.06,Good,0.51,236,5
2143,16,0.06,Good,0.48,312,5
2144,15,0.05,Good,0.46,163,5
2145,17,0.07,Good,0.51,415,5
2146,34,0.36,Poor,0.72,644,3
2147,50,0.91,Poor,0.96,608,1
2148,51,0.88,Poor,0.94,65,1
2149,34,0.36,Poor,0.79,271,3
2150,15,0.05,Good,0.48,275,5
2151,17,0.07,Good,0.51,459,5
2152,15,0.05,Good,0.47,119,5
2153,50,0.9,Poor,0.95,186,1
2154,51,0.94,Poor,0.99,619,1
2155,33,0.33,Poor,0.78,433,3
2156,16,0.06,Good,0.48,616,5
2157,51,0.92,Poor,1,171,1
2158,42,0.6,Poor,0.88,378,2
2159,37,0.42,Poor,0.78,356,3
2160,51,0.88,Poor,1,455,1
2161,32,0.28,Poor,0.76,98,3
2162,27,0.21,Poor,0.66,178,3
2163,48,0.8,Poor,0.96,117,2
2164,29,0.24,Poor,0.73,430,3
2165,38,0.47,Poor,0.78,196,3
2166,30,0.27,Poor,0.72,77,3
2167,22,0.13,Medium,0.62,634,4
2168,16,0.06,Good,0.5,401,5
2169,15,0.05,Good,0.46,503,5
2170,34,0.34,Poor,0.8,360,3
2171,41,0.52,Poor,0.86,76,2
2172,45,0.69,Poor,0.9,533,2
2173,30,0.25,Poor,0.66,321,3
2174,36,0.41,Poor,0.75,375,3
2175,43,0.59,Poor,0.89,537,2
2176,39,0.48,Poor,0.84,570,3
2177,45,0.65,Poor,0.95,456,2
2178,36,0.38,Poor,0.77,363,3
2179,36,0.41,Poor,0.79,641,3
2180,33,0.34,Poor,0.71,254,3
2181,24,0.16,Medium,0.58,319,4
2182,51,0.9,Poor,0.96,455,1
2183,15,0.05,Good,0.47,316,5
2184,17,0.07,Good,0.52,237,5
2185,26,0.18,Medium,0.62,189,4
2186,47,0.75,Poor,0.91,129,2
2187,42,0.56,Poor,0.82,378,2
2188,23,0.13,Medium,0.6,333,4
2189,39,0.5,Poor,0.82,532,2
2190,18,0.07,Medium,0.49,417,4
2191,51,0.94,Poor,0.99,137,1
2192,34,0.35,Poor,0.77,318,3
2193,49,0.88,Poor,0.99,590,1
2194,52,0.98,Poor,0.93,145,1
2195,15,0.05,Good,0.47,202,5
2196,17,0.07,Good,0.51,401,5
2197,16,0.06,Good,0.48,588,5
2198,18,0.08,Medium,0.49,543,4
2199,39,0.51,Poor,0.79,61,2
2200,45,0.71,Poor,0.93,541,2
2201,35,0.36,Poor,0.78,477,3
2202,50,0.88,Poor,0.95,413,1
2203,35,0.37,Poor,0.73,73,3
2204,31,0.26,Poor,0.72,90,3
2205,50,0.83,Poor,0.91,488,2
2206,24,0.15,Medium,0.61,78,4
2207,17,0.06,Good,0.5,634,5
2208,32,0.28,Poor,0.75,226,3
2209,49,0.79,Poor,0.99,74,2
2210,50,0.91,Poor,0.99,559,1
2211,38,0.46,Poor,0.86,589,3
2212,28,0.21,Medium,0.71,464,4
2213,19,0.08,Medium,0.5,350,4
2214,32,0.29,Poor,0.72,590,3
2215,52,0.92,Poor,0.97,323,1
2216,24,0.15,Medium,0.6,357,4
2217,25,0.17,Medium,0.59,169,4
2218,19,0.09,Medium,0.53,75,4
2219,38,0.43,Poor,0.83,511,3
2220,16,0.06,Good,0.45,363,5
2221,23,0.13,Medium,0.6,519,4
2222,27,0.19,Poor,0.65,511,3
2223,15,0.05,Good,0.49,83,5
2224,51,0.95,Poor,0.94,210,1
2225,50,0.88,Poor,0.95,286,1
2226,49,0.87,Poor,0.9,638,2
2227,24,0.15,Medium,0.6,587,4
2228,16,0.06,Good,0.51,88,5
2229,34,0.36,Poor,0.77,401,3
2230,44,0.65,Poor,0.86,605,2
2231,50,0.91,Poor,0.94,255,1
2232,36,0.4,Poor,0.79,80,3
2233,15,0.05,Good,0.48,180,5
2234,51,0.93,Poor,0.94,598,1
2235,35,0.35,Poor,0.76,331,3
2236,45,0.67,Poor,0.94,432,2
2237,30,0.25,Poor,0.66,383,3
2238,15,0.05,Good,0.44,319,5
2239,25,0.17,Medium,0.63,624,4
2240,35,0.35,Poor,0.82,611,3
2241,36,0.39,Poor,0.8,544,3
2242,39,0.48,Poor,0.8,515,3
2243,42,0.55,Poor,0.84,146,2
2244,17,0.06,Good,0.48,608,5
2245,17,0.07,Medium,0.53,396,4
2246,19,0.08,Medium,0.55,316,4
2247,52,0.96,Poor,1,161,1
2248,32,0.29,Poor,0.77,422,3
2249,22,0.12,Medium,0.6,184,4
2250,19,0.09,Medium,0.56,533,4
2251,16,0.06,Good,0.5,239,5
2252,24,0.15,Medium,0.63,189,4
2253,17,0.06,Good,0.5,377,5
2254,48,0.76,Poor,0.96,262,2
2255,15,0.05,Good,0.44,304,5
2256,23,0.14,Medium,0.58,157,4
2257,41,0.57,Poor,0.84,550,3
2258,15,0.05,Good,0.45,576,5
2259,45,0.65,Poor,0.91,173,2
2260,47,0.73,Poor,0.89,468,2
2261,52,0.91,Poor,0.99,167,1
2262,26,0.18,Medium,0.64,528,4
2263,32,0.31,Poor,0.71,438,3
2264,40,0.5,Poor,0.85,463,3
2265,21,0.1,Medium,0.53,67,4
2266,49,0.88,Poor,0.93,441,1
2267,48,0.79,Poor,0.91,135,2
2268,19,0.09,Medium,0.52,423,4
2269,48,0.78,Poor,0.98,575,2
2270,31,0.28,Poor,0.76,192,3
2271,38,0.44,Poor,0.84,198,3
2272,49,0.85,Poor,0.9,223,2
2273,31,0.28,Poor,0.75,619,3
2274,35,0.37,Poor,0.75,447,3
2275,16,0.05,Good,0.48,599,5
2276,16,0.06,Good,0.49,396,5
2277,50,0.9,Poor,1,574,1
2278,48,0.78,Poor,0.97,381,2
2279,40,0.52,Poor,0.89,348,2
2280,24,0.16,Medium,0.64,534,4
2281,35,0.36,Poor,0.73,571,3
2282,48,0.79,Poor,0.95,68,2
2283,15,0.05,Good,0.43,648,5
2284,16,0.06,Good,0.5,194,5
2285,24,0.15,Medium,0.58,256,4
2286,51,0.9,Poor,0.93,230,1
2287,51,0.89,Poor,0.93,153,1
2288,42,0.55,Poor,0.9,122,2
2289,15,0.05,Good,0.48,98,5
2290,16,0.06,Good,0.46,259,5
2291,51,0.89,Poor,0.97,470,1
2292,52,0.92,Poor,0.97,470,1
2293,25,0.16,Medium,0.63,513,4
2294,24,0.14,Medium,0.6,637,4
2295,31,0.26,Poor,0.75,371,3
2296,46,0.74,Poor,0.92,608,2
2297,45,0.68,Poor,0.9,350,2
2298,47,0.79,Poor,0.95,148,2
2299,25,0.17,Medium,0.66,464,4
2300,23,0.14,Medium,0.63,581,4
2301,33,0.31,Poor,0.73,298,3
2302,32,0.31,Poor,0.71,433,3
2303,34,0.34,Poor,0.78,244,3
2304,16,0.06,Good,0.47,532,5
2305,35,0.36,Poor,0.79,401,3
2306,50,0.89,Poor,0.95,557,1
2307,39,0.51,Poor,0.85,536,2
2308,51,0.93,Poor,0.94,85,1
2309,32,0.31,Poor,0.75,473,3
2310,48,0.79,Poor,0.93,349,2
2311,50,0.88,Poor,0.97,252,1
2312,27,0.2,Medium,0.68,238,4
2313,49,0.88,Poor,0.97,541,1
2314,19,0.08,Medium,0.56,101,4
2315,21,0.11,Medium,0.53,223,4
2316,38,0.47,Poor,0.81,444,2
2317,29,0.24,Poor,0.65,75,3
2318,15,0.05,Good,0.46,69,5
2319,38,0.46,Poor,0.84,388,2
2320,31,0.27,Poor,0.75,138,3
2321,45,0.71,Poor,0.89,253,2
2322,50,0.89,Poor,1,551,1
2323,39,0.5,Poor,0.84,484,3
2324,25,0.16,Medium,0.65,400,4
2325,20,0.09,Medium,0.54,585,4
2326,21,0.11,Medium,0.6,289,4
2327,32,0.29,Poor,0.76,67,3
2328,51,0.88,Poor,0.93,615,1
2329,51,0.95,Poor,0.97,332,1
2330,41,0.55,Poor,0.83,441,3
2331,51,0.96,Poor,0.97,162,1
2332,28,0.23,Poor,0.68,95,3
2333,40,0.49,Poor,0.85,372,3
2334,25,0.17,Medium,0.6,280,4
2335,34,0.34,Poor,0.72,356,3
2336,41,0.55,Poor,0.84,180,2
2337,52,0.96,Poor,0.97,308,1
2338,52,0.91,Poor,0.94,177,1
2339,15,0.05,Good,0.46,193,5
2340,23,0.13,Medium,0.57,344,4
2341,32,0.31,Poor,0.74,176,3
2342,37,0.45,Poor,0.83,272,3
2343,31,0.27,Poor,0.74,373,3
2344,16,0.06,Good,0.5,391,5
2345,52,0.95,Poor,0.97,400,1
2346,47,0.75,Poor,0.9,584,2
2347,33,0.33,Poor,0.71,392,3
2348,51,0.91,Poor,1,602,1
2349,16,0.06,Good,0.45,200,5
2350,42,0.55,Poor,0.91,456,3
2351,46,0.69,Poor,0.88,598,2
2352,47,0.75,Poor,0.92,487,2
2353,16,0.06,Good,0.47,319,5
2354,16,0.05,Good,0.46,297,5
2355,51,0.94,Poor,0.95,292,1
2356,15,0.05,Good,0.46,209,5
2357,51,0.92,Poor,0.93,339,1
2358,30,0.25,Poor,0.72,156,3
2359,49,0.88,Poor,0.96,177,1
2360,37,0.41,Poor,0.81,479,3
2361,30,0.26,Poor,0.66,156,3
2362,28,0.21,Medium,0.69,521,4
2363,41,0.54,Poor,0.87,174,2
2364,40,0.5,Poor,0.81,402,3
2365,15,0.05,Good,0.46,181,5
2366,52,1,Poor,0.92,625,1
2367,39,0.48,Poor,0.85,216,3
2368,38,0.44,Poor,0.78,507,3
2369,29,0.24,Poor,0.69,332,3
2370,19,0.09,Medium,0.53,344,4
2371,27,0.2,Medium,0.65,383,4
2372,30,0.27,Poor,0.71,574,3
2373,15,0.05,Good,0.46,485,5
2374,27,0.19,Medium,0.66,544,4
2375,17,0.06,Good,0.51,73,5
2376,17,0.06,Medium,0.49,394,4
2377,18,0.08,Medium,0.51,340,4
2378,17,0.06,Good,0.51,332,5
2379,23,0.13,Medium,0.58,176,4
2380,36,0.41,Poor,0.83,323,3
2381,31,0.27,Poor,0.68,571,3
2382,52,0.95,Poor,0.93,330,1
2383,52,0.98,Poor,0.95,287,1
2384,50,0.92,Poor,0.91,503,1
2385,17,0.06,Good,0.47,442,5
2386,52,0.96,Poor,0.99,388,1
2387,34,0.35,Poor,0.78,546,3
2388,17,0.06,Good,0.47,83,5
2389,43,0.63,Poor,0.84,497,2
2390,19,0.09,Medium,0.55,420,4
2391,51,0.88,Poor,0.98,360,1
2392,50,0.88,Poor,0.95,347,1
2393,16,0.06,Good,0.5,79,5
2394,23,0.14,Medium,0.56,319,4
2395,37,0.45,Poor,0.8,170,3
2396,51,0.91,Poor,0.98,418,1
2397,17,0.06,Good,0.52,451,5
2398,37,0.43,Poor,0.81,179,3
2399,21,0.11,Medium,0.56,557,4
2400,15,0.05,Good,0.46,254,5
2401,24,0.16,Medium,0.63,395,4
2402,15,0.05,Good,0.48,405,5
2403,16,0.06,Good,0.51,496,5
2404,47,0.78,Poor,0.88,483,2
2405,36,0.39,Poor,0.75,642,3
2406,15,0.05,Good,0.49,167,5
2407,47,0.78,Poor,0.91,434,2
2408,18,0.08,Medium,0.54,584,4
2409,30,0.27,Medium,0.7,531,4
2410,28,0.21,Medium,0.7,285,4
2411,51,0.95,Poor,0.96,643,1
2412,36,0.39,Poor,0.82,539,3
2413,36,0.39,Poor,0.78,155,3
2414,51,0.92,Poor,0.93,383,1
2415,27,0.19,Medium,0.63,435,4
2416,15,0.05,Good,0.45,594,5
2417,17,0.07,Good,0.47,523,5
2418,18,0.08,Medium,0.49,608,4
2419,31,0.27,Poor,0.75,345,3
2420,52,0.99,Poor,0.98,134,1
2421,34,0.33,Poor,0.74,458,3
2422,52,0.98,Poor,0.97,348,1
2423,38,0.46,Poor,0.83,261,3
2424,46,0.75,Poor,0.88,307,2
2425,28,0.22,Medium,0.71,422,4
2426,22,0.12,Medium,0.59,236,4
2427,26,0.17,Medium,0.63,536,4
2428,32,0.3,Poor,0.75,264,3
2429,15,0.05,Good,0.48,486,5
2430,16,0.06,Good,0.48,370,5
2431,26,0.19,Medium,0.62,553,4
2432,37,0.43,Poor,0.83,559,3
2433,35,0.36,Poor,0.76,188,3
2434,51,0.95,Poor,1,568,1
2435,29,0.24,Poor,0.73,586,3
2436,20,0.1,Medium,0.56,539,4
2437,52,0.96,Poor,0.97,418,1
2438,34,0.34,Poor,0.77,619,3
2439,15,0.05,Good,0.46,362,5
2440,51,0.89,Poor,0.96,65,1
2441,36,0.42,Poor,0.75,493,3
2442,15,0.05,Good,0.43,214,5
2443,24,0.16,Medium,0.58,572,4
2444,30,0.25,Medium,0.67,206,4
2445,23,0.13,Medium,0.63,351,4
2446,51,0.91,Poor,1,288,1
2447,32,0.29,Poor,0.7,453,3
2448,20,0.1,Medium,0.54,299,4
2449,30,0.24,Poor,0.7,561,3
2450,17,0.07,Good,0.51,419,5
2451,30,0.25,Poor,0.73,413,3
2452,51,0.89,Poor,0.91,253,1
2453,25,0.17,Medium,0.64,360,4
2454,47,0.75,Poor,0.98,538,2
2455,23,0.13,Medium,0.62,65,4
2456,39,0.51,Poor,0.77,211,2
2457,42,0.6,Poor,0.85,621,2
2458,17,0.07,Good,0.49,252,5
2459,19,0.09,Medium,0.51,451,4
2460,41,0.53,Poor,0.88,250,3
2461,15,0.05,Good,0.44,277,5
2462,50,0.88,Poor,0.98,178,1
2463,15,0.05,Good,0.49,514,5
2464,42,0.6,Poor,0.86,235,2
2465,51,0.95,Poor,0.99,111,1
2466,32,0.31,Poor,0.72,105,3
2467,20,0.09,Medium,0.55,379,4
2468,18,0.08,Medium,0.52,545,4
2469,17,0.07,Good,0.49,343,5
2470,15,0.05,Good,0.45,327,5
2471,37,0.44,Poor,0.77,164,3
2472,38,0.46,Poor,0.83,285,3
2473,49,0.88,Poor,0.96,180,1
2474,18,0.07,Medium,0.53,630,4
2475,17,0.06,Good,0.52,233,5
2476,50,0.92,Poor,0.97,504,1
2477,34,0.35,Poor,0.74,613,3
2478,31,0.28,Poor,0.7,452,3
2479,51,0.94,Poor,0.96,191,1
2480,33,0.32,Poor,0.71,267,3
2481,51,0.91,Poor,0.97,396,1
2482,20,0.09,Medium,0.55,165,4
2483,52,0.94,Poor,0.96,121,1
2484,27,0.19,Medium,0.7,578,4
2485,15,0.05,Good,0.46,489,5
2486,16,0.06,Good,0.45,268,5
2487,51,0.93,Poor,0.92,581,1
2488,36,0.41,Poor,0.81,354,3
2489,28,0.23,Medium,0.65,479,4
2490,17,0.06,Medium,0.53,89,4
2491,50,0.9,Poor,0.98,418,1
2492,51,0.91,Poor,0.94,198,1
2493,25,0.17,Medium,0.6,195,4
2494,51,0.92,Poor,1,138,1
2495,15,0.05,Good,0.46,340,5
2496,19,0.09,Medium,0.54,274,4
2497,45,0.65,Poor,0.93,293,2
2498,15,0.05,Good,0.48,280,5
2499,51,0.92,Poor,0.99,413,1
2500,16,0.05,Good,0.49,544,5
